 0.058715, 0.059490, 0.059264, 0.081814, 0.085677, 0.058682, 0.058729, 0.059296, 0.060311, 0.059253, 0.058598, 0.063603, 0.058677, 0.059948, 0.058548, 0.059394
 0.058729, 0.059427, 0.059340, 0.082491, 0.086716, 0.058608, 0.058730, 0.059114, 0.060009, 0.059184, 0.058588, 0.062390, 0.058684, 0.060224, 0.058521, 0.059245
 0.058715, 0.059490, 0.059264, 0.081814, 0.085677, 0.058682, 0.058729, 0.059296, 0.060311, 0.059253, 0.058598, 0.063603, 0.058677, 0.059948, 0.058548, 0.059394
 0.058715, 0.059490, 0.059264, 0.081814, 0.085677, 0.058682, 0.058729, 0.059296, 0.060311, 0.059253, 0.058598, 0.063603, 0.058677, 0.059948, 0.058548, 0.059394
 0.058715, 0.059490, 0.059264, 0.081814, 0.085677, 0.058682, 0.058729, 0.059296, 0.060311, 0.059253, 0.058598, 0.063603, 0.058677, 0.059948, 0.058548, 0.059394
 0.058729, 0.059427, 0.059340, 0.082491, 0.086716, 0.058608, 0.058730, 0.059114, 0.060009, 0.059184, 0.058588, 0.062390, 0.058684, 0.060224, 0.058521, 0.059245
 0.058729, 0.059427, 0.059340, 0.082491, 0.086716, 0.058608, 0.058730, 0.059114, 0.060009, 0.059184, 0.058588, 0.062390, 0.058684, 0.060224, 0.058521, 0.059245
 0.058715, 0.059490, 0.059264, 0.081814, 0.085677, 0.058682, 0.058729, 0.059296, 0.060311, 0.059253, 0.058598, 0.063603, 0.058677, 0.059948, 0.058548, 0.059394
 0.058729, 0.059427, 0.059340, 0.082491, 0.086716, 0.058608, 0.058730, 0.059114, 0.060009, 0.059184, 0.058588, 0.062390, 0.058684, 0.060224, 0.058521, 0.059245
 0.058428, 0.058809, 0.058910, 0.082871, 0.094311, 0.058291, 0.058398, 0.058553, 0.059023, 0.058653, 0.058289, 0.060497, 0.058359, 0.059706, 0.058244, 0.058658
 0.058863, 0.059670, 0.060133, 0.079085, 0.085649, 0.058810, 0.058960, 0.059261, 0.060087, 0.059321, 0.058699, 0.062924, 0.058810, 0.061594, 0.058628, 0.059505
 0.058729, 0.059427, 0.059340, 0.082491, 0.086716, 0.058608, 0.058730, 0.059114, 0.060009, 0.059184, 0.058588, 0.062390, 0.058684, 0.060224, 0.058521, 0.059245
 0.058428, 0.058809, 0.058910, 0.082871, 0.094311, 0.058291, 0.058398, 0.058553, 0.059023, 0.058653, 0.058289, 0.060497, 0.058359, 0.059706, 0.058244, 0.058658
