 0.101622, 0.071699, 0.013037, 0.048535, 0.000002, 0.222372, 0.000150, 0.000331, 0.000067, 0.026787, 0.018410, 0.001259, 0.099639, 0.330674, 0.065412, 0.000003
 0.108660, 0.086322, 0.010729, 0.050286, 0.000004, 0.185822, 0.000053, 0.000246, 0.000046, 0.035095, 0.021168, 0.001586, 0.132108, 0.303123, 0.064751, 0.000003
 0.101622, 0.071699, 0.013037, 0.048535, 0.000002, 0.222372, 0.000150, 0.000331, 0.000067, 0.026787, 0.018410, 0.001259, 0.099639, 0.330674, 0.065412, 0.000003
 0.101622, 0.071699, 0.013037, 0.048535, 0.000002, 0.222372, 0.000150, 0.000331, 0.000067, 0.026787, 0.018410, 0.001259, 0.099639, 0.330674, 0.065412, 0.000003
 0.101622, 0.071699, 0.013037, 0.048535, 0.000002, 0.222372, 0.000150, 0.000331, 0.000067, 0.026787, 0.018410, 0.001259, 0.099639, 0.330674, 0.065412, 0.000003
 0.108660, 0.086322, 0.010729, 0.050286, 0.000004, 0.185822, 0.000053, 0.000246, 0.000046, 0.035095, 0.021168, 0.001586, 0.132108, 0.303123, 0.064751, 0.000003
 0.108660, 0.086322, 0.010729, 0.050286, 0.000004, 0.185822, 0.000053, 0.000246, 0.000046, 0.035095, 0.021168, 0.001586, 0.132108, 0.303123, 0.064751, 0.000003
 0.101622, 0.071699, 0.013037, 0.048535, 0.000002, 0.222372, 0.000150, 0.000331, 0.000067, 0.026787, 0.018410, 0.001259, 0.099639, 0.330674, 0.065412, 0.000003
 0.108660, 0.086322, 0.010729, 0.050286, 0.000004, 0.185822, 0.000053, 0.000246, 0.000046, 0.035095, 0.021168, 0.001586, 0.132108, 0.303123, 0.064751, 0.000003
 0.090092, 0.048384, 0.017252, 0.056152, 0.000011, 0.300413, 0.000237, 0.000820, 0.000158, 0.038381, 0.016133, 0.003795, 0.068553, 0.280952, 0.078656, 0.000010
 0.163088, 0.056249, 0.012995, 0.061279, 0.000018, 0.233055, 0.000374, 0.000817, 0.000658, 0.044093, 0.018314, 0.005102, 0.062728, 0.262092, 0.079127, 0.000012
 0.108660, 0.086322, 0.010729, 0.050286, 0.000004, 0.185822, 0.000053, 0.000246, 0.000046, 0.035095, 0.021168, 0.001586, 0.132108, 0.303123, 0.064751, 0.000003
 0.090092, 0.048384, 0.017252, 0.056152, 0.000011, 0.300413, 0.000237, 0.000820, 0.000158, 0.038381, 0.016133, 0.003795, 0.068553, 0.280952, 0.078656, 0.000010
 0.108660, 0.086322, 0.010729, 0.050286, 0.000004, 0.185822, 0.000053, 0.000246, 0.000046, 0.035095, 0.021168, 0.001586, 0.132108, 0.303123, 0.064751, 0.000003
 0.108660, 0.086322, 0.010729, 0.050286, 0.000004, 0.185822, 0.000053, 0.000246, 0.000046, 0.035095, 0.021168, 0.001586, 0.132108, 0.303123, 0.064751, 0.000003
 0.090092, 0.048384, 0.017252, 0.056152, 0.000011, 0.300413, 0.000237, 0.000820, 0.000158, 0.038381, 0.016133, 0.003795, 0.068553, 0.280952, 0.078656, 0.000010
 0.108660, 0.086322, 0.010729, 0.050286, 0.000004, 0.185822, 0.000053, 0.000246, 0.000046, 0.035095, 0.021168, 0.001586, 0.132108, 0.303123, 0.064751, 0.000003
 0.163375, 0.067522, 0.013125, 0.062032, 0.000020, 0.224155, 0.000410, 0.000856, 0.000841, 0.054754, 0.021643, 0.005483, 0.063939, 0.235476, 0.086356, 0.000012
 0.108660, 0.086322, 0.010729, 0.050286, 0.000004, 0.185822, 0.000053, 0.000246, 0.000046, 0.035095, 0.021168, 0.001586, 0.132108, 0.303123, 0.064751, 0.000003
 0.101622, 0.071699, 0.013037, 0.048535, 0.000002, 0.222372, 0.000150, 0.000331, 0.000067, 0.026787, 0.018410, 0.001259, 0.099639, 0.330674, 0.065412, 0.000003
 0.101622, 0.071699, 0.013037, 0.048535, 0.000002, 0.222372, 0.000150, 0.000331, 0.000067, 0.026787, 0.018410, 0.001259, 0.099639, 0.330674, 0.065412, 0.000003
 0.126070, 0.056606, 0.019646, 0.052972, 0.000012, 0.247194, 0.000247, 0.000944, 0.000221, 0.044675, 0.021150, 0.004228, 0.064801, 0.277726, 0.083496, 0.000013
 0.163375, 0.067522, 0.013125, 0.062032, 0.000020, 0.224155, 0.000410, 0.000856, 0.000841, 0.054754, 0.021643, 0.005483, 0.063939, 0.235476, 0.086356, 0.000012
 0.126070, 0.056606, 0.019646, 0.052972, 0.000012, 0.247194, 0.000247, 0.000944, 0.000221, 0.044675, 0.021150, 0.004228, 0.064801, 0.277726, 0.083496, 0.000013
 0.101622, 0.071699, 0.013037, 0.048535, 0.000002, 0.222372, 0.000150, 0.000331, 0.000067, 0.026787, 0.018410, 0.001259, 0.099639, 0.330674, 0.065412, 0.000003
 0.108660, 0.086322, 0.010729, 0.050286, 0.000004, 0.185822, 0.000053, 0.000246, 0.000046, 0.035095, 0.021168, 0.001586, 0.132108, 0.303123, 0.064751, 0.000003
 0.163088, 0.056249, 0.012995, 0.061279, 0.000018, 0.233055, 0.000374, 0.000817, 0.000658, 0.044093, 0.018314, 0.005102, 0.062728, 0.262092, 0.079127, 0.000012
 0.108660, 0.086322, 0.010729, 0.050286, 0.000004, 0.185822, 0.000053, 0.000246, 0.000046, 0.035095, 0.021168, 0.001586, 0.132108, 0.303123, 0.064751, 0.000003
