""	"Acidobacteria"	"Actinobacteria"	"Armatimonadetes"	"Bacteroidetes"	"Chlorobi"	"Chloroflexi"	"Crenarchaeota"	"Elusimicrobia"	"Fibrobacteres"	"Firmicutes"	"Gemmatimonadetes"	"Nitrospirae"	"Planctomycetes"	"Proteobacteria"	"Verrucomicrobia"	"WS3"
"new00"	0.0594416855689	0.13299494404923	0.00074795383	0.16724711659641	0.0006403033	0.0284266207693	0.0155391593	0.002042913	0.0035047429	0.00190889633506	0.045300108	0.0041926229197	0.0135286926245	0.41275572241612	0.10581106434641	0.0059175481
"new01"	0.08512493352327	0.1823598786093	0.00032364973	0.15526364272414	0.00022295186	0.0336412097213	0.02151502232	0.0012808284	0.0012598796	0.0007221632625	0.05635205674	0.005681552625	0.0180911724317	0.37952346960003	0.0508554744314	0.0077819679
"new02"	0.0587105993236	0.11221533581311	0.0009979353	0.1963802140441	0.00078709703	0.0248914687782	0.0135996628	0.0020448256	0.0038164065	0.00193280209207	0.04544490638	0.0041264861667	0.012759798809	0.40553943586123	0.11139577052399	0.0053571859
