""	"Acidimicrobiia"	"Acidobact.5"	"Acidobact.6"	"Acidobacteriia"	"Actinobacteria"	"Alphaproteobacteria"	"Anaerolineae"	"Bacilli"	"Betaproteobacteria"	"Chloracidobacteria"	"Chloroflexi"	"Cytophagia"	"Deltaproteobacteria"	"Ellin6529"	"Elusimicrobia"	"Fibrobacteria"	"Fimbriimonadia"	"Flavobacteriia"	"Gammaproteobacteria"	"Gemm-1"	"Gemmatimonadetes"	"Gitt-GS-136"	"iii1-8"	"MB-A2-108"	"Nitrospira"	"Opitutae"	"PAUC37f"	"Pedosphaerae"	"Phycisphaerae"	"Planctomycetia"	"PRR-12"	"RB25"	"Rubrobacteria"	"S085"	"Saprospirae"	"Solibacteres"	"Spartobacteria"	"Sphingobacteriia"	"Sva0725"	"Thaumarchaeota"	"Thermoleophilia"	"Thermomicrobia"	"TK10"	"Verrucomicrobiae"
"new45"	0.0042383233478	0.004333830124	0.00275128966617	0.00014950997	0.0297231698738	0.08379281459245	0.0038176135863	0.0005735850894	0.03762491798728	0.00088925455646	0.001651405597	0.0478676198435	0.0270060309874	0.0036838917416	0.00026563866	0.00316853	0.0014083383	0.016729923454	0.3563806475893	0.0046098986552	0.006385367888	0.000221247455	0.00050166831	0.00261493926	0.0008458184604	0.01830155876	0.001649239144	0.01374270165962	0.000541106795	0.0041002812678	0.00114554299	0.00096168845	2.3512165e-06	0.00034131325	0.0816485848958	0.00054382837995	0.0022788090243	0.2033944167857	1.3496124e-05	0.00356792319	0.02207955426842	8.349624e-05	0.00049976811	0.0032404029114
"new46"	0.0051916687981	0.005780526398	0.00382644218055	0.00027739277	0.0342757171143	0.08147621191591	0.0024473190772	0.0017747030911	0.02349077795989	0.0017888860522	0.002031436636	0.0361810003434	0.0301031620805	0.0053745727616	0.00019093875	0.0014612478	0.00093940337	0.0028130775767	0.5757272409411	0.00342987356	0.008093609925	0.00027233892	0.00063041595	0.00315052517	0.0008710821997	0.008720804356	0.0012293785	0.01503119488127	0.00132768653	0.0046045974475	0.00095808432	0.00118433353	2.0392892e-06	0.0005175931	0.06763517647964	0.0007417861781	0.0018306782696	0.0202682188164	3.1108335e-05	0.00574830724	0.0347761758039	9.004877e-05	0.00048466721	0.0027510636636
"new47"	0.0033507329875	0.002703432626	0.00175925634921	0.00010265572	0.02489522830824	0.07255712307228	0.0029401996206	0.0005150750174	0.04065991399364	0.00047673557516	0.00115998047	0.0250098238838	0.0152347167026	0.0025498054752	0.00012345407	0.0013823418	0.0008020614	0.01482007322	0.3573136867715	0.002898354971	0.003891129583	0.000220443797	0.000308922975	0.0025861708	0.0005726450658	0.008802213965	0.001274561094	0.00893843614243	0.000298329805	0.0027388402926	0.00071899242	0.00040824222	2.5467115e-06	0.000209393	0.0602432727709	0.00027159875562	0.00216031618432	0.3102874343466	4.6362984e-06	0.00327855966	0.01852521673679	8.0045014e-05	0.0004049764	0.002029628783
