""	"Acidobacteria"	"Actinobacteria"	"Armatimonadetes"	"Bacteroidetes"	"Chlorobi"	"Chloroflexi"	"Crenarchaeota"	"Elusimicrobia"	"Fibrobacteres"	"Firmicutes"	"Gemmatimonadetes"	"Nitrospirae"	"Planctomycetes"	"Proteobacteria"	"Verrucomicrobia"	"WS3"
"new15"	0.05810676384136	0.10522156629047	0.0011600675	0.21065183449977	0.0008476469	0.02383801703074	0.0136192619	0.0019921213	0.0043923655	0.00183484354727	0.044789691878	0.0041409351787	0.0125683141974	0.39650708530406	0.11538138042601	0.0049480422
"new16"	0.05263622251659	0.08811097423644	0.0016758755	0.25373804997502	0.0008816534	0.0216459721968	0.01378137348	0.0018410503	0.0068340725	0.00170185756633	0.03918630191	0.004263885243	0.011024879379	0.39047870341538	0.1080640019161	0.0041351298
"new17"	0.05852632841244	0.10931036700777	0.0010672205	0.20231862537334	0.0008177752	0.0244743843551	0.0136373517	0.0020163879	0.0040795533	0.00187002492527	0.045284614717	0.00411588047	0.01275493861686	0.40051414676337	0.11406625393575	0.0051461396
