	new00	new01	new02	new03	new04	new05	new06	new07	new08	new09	new10	new11	new12	new13	new14	new15	new16	new17	new18	new19	new20	new21	new22	new23	new24	new25	new26	new27	new28	new29	new30	new31	new32	new33	new34	new35	new36	new37	new38	new39	new40	new41	new42	new43	new44	new45	new46	new47
761601	0.0020922867	0.0077084824	0.0019934033	0.0005262428	0.00060728454	0.0006699272	0.0020064611	0.007696742	0.001990981	0.002002409	0.007589346	0.0019871707	0.0019899711	0.0019489742	0.0019827585	0.0019294792	0.0016969418	0.0019733645	0.0017333485	0.0015945549	0.0019713442	0.0018445988	0.0012840229	0.002184795	0.0016203818	0.0012407037	0.0024767441	0.0007249658	0.0006375672	0.00075045286	0.0005775643	0.00079584855	0.0005544108	0.00062266336	0.00060874503	0.0006047777	0.00063967705	0.00040797103	0.00061329	0.0006454775	0.00037375977	0.0006142751	0.00061833416	0.00038065048	0.0006074856	0.000618304	0.00042081487	0.00048091132
529067	0.0009011074	0.0015506903	0.0008383522	0.0003949496	0.0005166341	0.00048307513	0.0008441021	0.0015453969	0.00083776034	0.0008416246	0.0015066486	0.0008370168	0.0008371119	0.0011737954	0.0008364089	0.0008184758	0.00075544836	0.00083579606	0.00076756085	0.0007979735	0.0008416791	0.0007759601	0.000834305	0.0009207239	0.00043426134	0.0008310647	0.00084137963	0.00051152636	0.00054303405	0.00043974977	0.00045443332	0.0007026464	0.0004251902	0.0007065602	0.00064954226	0.0004968564	0.0007193859	0.00045963586	0.0005154891	0.0007410369	0.00035936313	0.0005222902	0.0007484752	0.0004212318	0.00052845996	0.0007632895	0.0005652806	0.00046823308
107036	1.0064775e-06	1.2668914e-06	9.540598e-07	1.0804098e-06	1.0661723e-06	1.0596083e-06	9.652657e-07	1.2665688e-06	9.518364e-07	9.627415e-07	1.273247e-06	9.4860127e-07	9.5210294e-07	1.2644567e-06	9.456327e-07	9.3189374e-07	9.33896e-07	9.408603e-07	9.462174e-07	9.783784e-07	9.3631223e-07	9.873734e-07	1.0911056e-06	9.4034345e-07	9.3575017e-07	1.1237149e-06	9.4290226e-07	1.0462675e-06	1.0605031e-06	1.0206309e-06	1.0562696e-06	1.0611024e-06	1.0845296e-06	1.0712943e-06	1.0473941e-06	1.1120768e-06	1.064479e-06	1.03548e-06	1.1202992e-06	1.0719313e-06	9.755836e-07	1.1261077e-06	1.1025006e-06	1.0180912e-06	1.1409896e-06	1.1646424e-06	1.0548259e-06	1.2225747e-06
570086	0.003207602	0.00033069775	0.0055118357	0.0066662817	0.003012187	0.0079448465	0.0052530305	0.000331839	0.0055297473	0.0053634616	0.00034472978	0.005541779	0.005557596	0.00061854423	0.005540024	0.006039006	0.011738011	0.0055131447	0.008739708	0.011849015	0.0054137884	0.010824279	0.008368112	0.0046246736	0.00942457	0.007212515	0.0068593565	0.008429263	0.0031478885	0.0064824536	0.006220078	0.0022733351	0.007607125	0.0078741815	0.001998112	0.009040514	0.0075297775	0.0016640204	0.009429423	0.009036352	0.001177059	0.009670182	0.011859462	0.0013875961	0.010244291	0.015839161	0.0026714485	0.012968388
1000876	0.0029111553	0.00366242	0.0025037539	0.001726518	0.0012976084	0.0017307417	0.0025554264	0.003655242	0.0024972036	0.002537437	0.0036447844	0.0024888043	0.0024943643	0.0037729803	0.0024817898	0.0023759895	0.00186595	0.0024697646	0.0019321126	0.0016983626	0.0024356025	0.0017334823	0.0017635068	0.0025308037	0.0014017145	0.0017847648	0.00203661	0.0017223537	0.0013456285	0.0018211493	0.0018175045	0.0017586827	0.0017128784	0.0016721495	0.0017505301	0.0016150037	0.0016776818	0.0017371739	0.0015854365	0.00160312	0.0016575916	0.0015647509	0.0014493038	0.001806089	0.0015113272	0.0012252792	0.0017021294	0.0010753688
1132235	4.563111e-05	9.16941e-05	3.188239e-05	5.551942e-06	1.1004596e-05	8.51366e-06	3.370857e-05	9.129254e-05	3.1542924e-05	3.3211352e-05	8.933862e-05	3.1045223e-05	3.147725e-05	7.873333e-05	3.0549803e-05	2.6282602e-05	1.4568161e-05	2.9605004e-05	1.574076e-05	1.1863972e-05	2.7906015e-05	1.50061405e-05	1.2358336e-05	3.0907024e-05	1.4548888e-05	1.3098857e-05	2.8214836e-05	9.258448e-06	1.1509671e-05	9.922231e-06	6.858667e-06	1.3988777e-05	6.780515e-06	1.0320715e-05	1.2008163e-05	7.853463e-06	1.0388495e-05	6.719538e-06	7.98112e-06	9.033357e-06	3.8474254e-06	7.931537e-06	6.9484095e-06	5.894635e-06	7.609634e-06	5.506297e-06	9.142109e-06	4.8948064e-06
740154	0.00035492232	0.0002165333	0.00037792	0.00044617325	0.00060538354	0.00048115465	0.00037393134	0.00021657065	0.00037913435	0.00037450495	0.0002164549	0.00038119708	0.00037899753	0.00036633888	0.00038365903	0.00039952123	0.00043212864	0.00039001147	0.0005022841	0.00057316775	0.00041473508	0.00058259256	0.0009886716	0.0004480644	0.00028344197	0.0011486781	0.00049945933	0.0005026953	0.0006404057	0.00039948683	0.0005054785	0.0011799937	0.00044296394	0.0007425729	0.0007952228	0.0005091719	0.000780905	0.00053428	0.000530438	0.0008801601	0.0005241259	0.0005422262	0.0010586762	0.00046532825	0.0005663857	0.0013126123	0.00065342383	0.000682664
943138	0.0049946764	0.0023544757	0.0050048805	0.0005039621	0.0007189389	0.00088026054	0.0050862674	0.002358367	0.0049703466	0.0050886334	0.0024045978	0.0049119354	0.004973769	0.003355723	0.004846359	0.004477988	0.00388282	0.004710746	0.003752629	0.0039252546	0.004476046	0.0039368914	0.0033048256	0.0049146325	0.0018356639	0.003064982	0.0050841956	0.0010187182	0.0007738755	0.0008843246	0.000606681	0.0009098454	0.0006387778	0.0010499756	0.000591868	0.00084889546	0.0010655399	0.00023039365	0.0008993633	0.0011892528	9.4179e-05	0.0009210652	0.0013467352	0.0001579553	0.00095200574	0.0017224823	0.0003748299	0.00095490663
544711	0.0049001016	0.0041321716	0.0051711667	0.0016793875	0.0027312618	0.0018038114	0.005047982	0.004117222	0.005198358	0.005071446	0.004082389	0.005239384	0.005190521	0.004714238	0.005277881	0.00542254	0.0054954444	0.0053427215	0.0058543226	0.0066618137	0.0054411013	0.0054926826	0.008043258	0.0057095983	0.0017658644	0.008008219	0.0040148315	0.0019754048	0.0029109004	0.0017214166	0.00201241	0.004417948	0.0015513162	0.0027855595	0.0036649616	0.0015763853	0.002960525	0.0035523397	0.001600602	0.0030400106	0.0034206077	0.0016033107	0.0029823994	0.0034595449	0.001576172	0.0030052385	0.0031830044	0.0011428387
4346961	0.00015980804	0.00041385146	0.00011674926	2.7024777e-05	1.5876038e-05	2.9459556e-05	0.00012372929	0.00041313766	0.000115469884	0.000121867095	0.00040293773	0.00011360236	0.00011544219	0.00027911924	0.0001118241	9.897921e-05	6.329425e-05	0.000108655215	6.408781e-05	4.6037687e-05	0.00010360514	6.409805e-05	3.747812e-05	0.00011168815	5.7519694e-05	3.8441987e-05	0.00011210331	3.0374136e-05	1.6783646e-05	3.691798e-05	2.87472e-05	2.9054305e-05	2.6814541e-05	2.0236754e-05	2.168841e-05	2.4403636e-05	2.0651243e-05	2.6460712e-05	2.3594766e-05	2.0502172e-05	5.36626e-05	2.3144878e-05	1.9570789e-05	3.028812e-05	2.2200946e-05	1.8340133e-05	1.8743154e-05	1.7196886e-05
912372	0.00018925786	0.00022038959	0.00016160408	2.8286311e-05	1.43596135e-05	3.157768e-05	0.0001697097	0.00022063962	0.00015980238	0.00016802107	0.00022773462	0.00015698504	0.00016012497	0.00020700198	0.00015410826	0.0001390906	0.00013240986	0.00014853099	0.00010286185	9.494251e-05	0.00013808177	0.000109425346	5.4018234e-05	0.00015293749	8.452018e-05	4.70571e-05	0.00016477867	3.3255306e-05	1.4864694e-05	4.0124643e-05	2.958752e-05	1.649789e-05	2.8174656e-05	1.9449955e-05	1.3375331e-05	2.5991116e-05	1.9689136e-05	1.8690642e-05	2.5562438e-05	2.1310834e-05	2.4397335e-05	2.5443736e-05	2.4868808e-05	1.9881363e-05	2.5451809e-05	3.3543398e-05	1.4211065e-05	2.9216366e-05
1019914	0.00184926	0.0007966328	0.0023649326	0.00088751566	0.0010948775	0.0009038361	0.002264172	0.00080035836	0.0023813103	0.0022930917	0.00082424853	0.002404388	0.002382655	0.0014619635	0.0024257877	0.0026215964	0.003621978	0.0024658167	0.0037019877	0.004704925	0.002569314	0.0041086073	0.0051364773	0.0024874695	0.00066191633	0.005047142	0.0018990372	0.0009782102	0.0011814352	0.0008014845	0.0010055212	0.0024670549	0.00080499495	0.0012310061	0.0017438027	0.00083005446	0.001322518	0.001446946	0.0008445337	0.0015559605	0.0015138412	0.0008548739	0.0019854289	0.0013263822	0.0008779493	0.0027638662	0.0013047486	0.0010251411
811187	0.0009266162	0.0016334823	0.0009768949	0.0003450309	0.00028174437	0.0003346325	0.0009667869	0.0016248409	0.0009785079	0.0009695217	0.0015496043	0.000980794	0.0009778822	0.0006135217	0.000982703	0.00098461	0.0008962557	0.0009858374	0.0009514824	0.0008653613	0.0009985964	0.0009661603	0.00075608346	0.0010558971	0.00048729702	0.00074062985	0.0009772627	0.00035335685	0.00029927347	0.0003842366	0.00038343307	0.0005085805	0.00030097397	0.00029704883	0.0004092732	0.0002586602	0.00031508328	0.00043428873	0.0002497425	0.00032124255	0.00063256564	0.0002445765	0.00030983004	0.00046411055	0.00023194445	0.00028632628	0.00032286142	0.00014682472
540592	0.0071065505	0.0059694126	0.005951676	0.0014856494	0.0015457862	0.0017641429	0.0060527283	0.0059704366	0.0059449323	0.0060073063	0.005946826	0.005939309	0.0059366957	0.010576464	0.005938327	0.005751778	0.004569827	0.005943621	0.0047726957	0.004003342	0.0059631974	0.004367388	0.0032927492	0.006349826	0.0026588582	0.0031356758	0.005028841	0.0018856107	0.0016174931	0.0021633005	0.0016945844	0.002184309	0.0014651074	0.0014924842	0.0017827764	0.001323035	0.0015699577	0.0011466058	0.0012712579	0.0015342786	0.0011484681	0.0012358	0.0013754178	0.0010850095	0.0011442015	0.0011608491	0.0012311279	0.0006019945
939101	0.00057187455	0.00038840485	0.000679166	0.0011388273	0.0003514266	0.0010847586	0.0006806056	0.000389277	0.0006772299	0.00068320875	0.0003959762	0.00067388755	0.0006792203	0.00025237928	0.00067059044	0.0006828579	0.0008983028	0.0006650555	0.0007842209	0.00089390477	0.0006542449	0.0008342882	0.0010553043	0.0005827168	0.00087917724	0.0010496102	0.00077240786	0.0010353476	0.00036791436	0.0009326155	0.00091323827	0.00052377884	0.0011969422	0.000805482	0.000427196	0.001310075	0.0007571141	0.00031339092	0.0013316629	0.00086329476	0.0003698285	0.001351386	0.001052835	0.00032535946	0.0014093838	0.0012342487	0.0003485259	0.0016285102
1038987	0.00012839855	0.000806016	0.00015765803	8.995288e-05	9.349625e-05	8.376942e-05	0.00015090537	0.00079412287	0.00015874013	0.00015286615	0.00069565774	0.00016030426	0.0001584316	7.4820484e-05	0.00016163227	0.00016679779	0.00014268639	0.00016362408	0.0001694472	0.0001520581	0.00016752315	0.00017014447	0.0001808186	0.0001716209	8.243741e-05	0.00019318974	0.00014146071	8.829348e-05	0.00010036306	9.095174e-05	0.00010333168	0.00018203312	7.963919e-05	8.5841784e-05	0.0001604075	6.780087e-05	9.052339e-05	0.00031643937	6.538538e-05	9.0618014e-05	0.0007251671	6.410442e-05	8.9224915e-05	0.00039834806	6.134544e-05	8.701309e-05	0.0001602552	4.3605633e-05
107428	0.0009898484	0.0001777662	0.001135259	0.0004932331	0.00048138903	0.00042898182	0.0010880183	0.0001784502	0.0011459541	0.0010974682	0.00018033874	0.0011625927	0.0011441002	0.0005976427	0.0011792684	0.0012676711	0.0013007437	0.0012101994	0.0014239068	0.0013341121	0.001258922	0.0012712025	0.0012879457	0.0011439549	0.00037338454	0.0012514442	0.0007036684	0.00044830728	0.0005135798	0.00049633253	0.0005402013	0.001070019	0.00039931285	0.00037585566	0.0009515742	0.0003040123	0.0004075902	0.0009849375	0.00028307876	0.00040287693	0.001423942	0.00027200257	0.00036774777	0.0010846361	0.00024783943	0.0003023829	0.00067734544	0.0001204862
