""	"Acidobacteria"	"Actinobacteria"	"Armatimonadetes"	"Bacteroidetes"	"Chlorobi"	"Chloroflexi"	"Crenarchaeota"	"Elusimicrobia"	"Fibrobacteres"	"Firmicutes"	"Gemmatimonadetes"	"Nitrospirae"	"Planctomycetes"	"Proteobacteria"	"Verrucomicrobia"	"WS3"
"new21"	0.0515505921374	0.0805344786052	0.0019020754	0.25734699994112	0.00089900434	0.0200686631077	0.01120847576	0.0017918698	0.0050783106	0.001535600346	0.040235093963	0.003756718434	0.0104368591711	0.39548717590963	0.1139902388248	0.00417790334
"new22"	0.03762079631323	0.07957008532714	0.0026157645	0.32141614711483	0.0006884215	0.0202534490674	0.0099626334	0.0011757772	0.0070861285	0.0013915469107	0.027337651978	0.0029182037054	0.0096004936621	0.3819836848935	0.09386148212786	0.00251760442
"new23"	0.05749100556636	0.10650744449106	0.0011010796	0.20121763427078	0.00080465636	0.02418345152797	0.0123955873	0.0019550428	0.0039374293	0.0015861401484	0.046684554034	0.0037813217792	0.01261415921897	0.40399262188624	0.11665067605299	0.0050973515
